FTN_RPD_SD,F_FILE_ID,PROJECT_NM,PRJCT_TYPE,CLOSR_IND,CLOSR_DT,CLOSR_TYPE,SITE_LOC,DFND_CAMP,RECDIST_CD,RECDIST_NM,ORG_UNT_NM,CLOSR_COM,ST_DESC,DRV_DIRCTN,LATITUDE,LONGITUDE,SHAPE,OBJECTID,X,Y
5342,REC2916,FOREST LAKE,SIT - Recreation Site,N,,,WILLIAMS LAKE,11,RDCC,Quesnel-Central Cariboo,Cariboo-Chilcotin Natural Resource District,,"**** PLEASE NOTE, due to extremely high lake levels the camping areas has been reduced in size to 1/3 of its normal capacity.  Please keep vehicles away from the wet shoreline as the ground is saturated.****This is a large and varied rec site, from open grassy areas beside the lake to heavily treed sites away from the shoreline.Area has 12 defined sites, but the open grassy area allows for many more units to crowd in.Site is very busy in May/June with fishermen, but makes a perfect spot to get away the rest of the summer.","From Hwy 97 turn right onto Lynn Creek Road, follow this for 8.5km, turn onto the Forest Lake Road for another 5km.",52.297911,-122.048291,,31316761,564900.0000078001,5794599.99996188
5172,REC204351,Discovery,SIT - Recreation Site,N,,,ATLIN,0,RDKM,North Coast-QCI-Kalum,Skeena Stikine Natural Resource District,,"Only one standing structure remains from this once thriving community founded in 1899. Discovery and the surrounding area boasted a population of up to 10.000 in the early 1900's. Many of the towns buildings, like the Moose Hall, Jules Eggert Jewellery Store and the Discovery City Jail, were moved to Atlin as Discovery slowly died. Interpretive panels outside the last remaining structure tell the story of the community.Historic photos courtesy of Atlin Historical Society.",Located approximately 8.5 km�s east of Atlin along the Surprise Lake Road.,59.593948999999995,-133.56478099999998,,31316591,-94823.50850808597,6653692.642447774
1383,REC1553,HYAS LAKE SOUTH,SIT - Recreation Site,N,,,KAMLOOPS,4,RDKA,Kamloops,Thompson Rivers Natural Resource District,,"ALL DOGS MUST BE ON A LEASH AT ALL TIMES (for all Kamloops Recreation Sites). No reserving or holding of campsites, all sites are first come, first serve.The small Hyas Lake Recreation Site is on a clear, deep lake stocked with Rainbow Trout. There are a number of other lakes nearby that offer fishing opportunities.","The Hyas Lake Recreation Site can be accessed off Higway 1 just north of Kamloops. Travel up Paul Lake Road past Pinantan Lake to the junction of Hyas Lake Road and Pritchard Road. Turn onto Hyas lake Road and follow until arriving at the recreation site. If in doubt, follow Hyas Lake Resort signs. Once at the recreation site, be aware of, and respect the use of, a signed parking area for Hyas Lake cabin owners.",50.789459,-119.959829,,31312802,714271.4402049261,5630818.894949546
1396,REC2676,JACQUES LAKE,SIT - Recreation Site,N,,,HORSEFLY,7,RDCC,Quesnel-Central Cariboo,Cariboo-Chilcotin Natural Resource District,,"Medium size rec site along Jacques Lake, with numerous level campsites just off of the lake shore. The first 3 sites are in a large open area, suitable for a larger group, the rest are tucked into the trees along the shoreline. Boat launch is small but open to trailers.","From Horsefly follow the Z road for 26km, site is right off main road via a short access road.",52.469834,-121.118492,,31312815,627804.0000231899,5814960.999973703
1404,REC3067,MR.CANOEHEAD,SIT - Recreation Site,N,,,CAMPBELL RIVER,8,RDCR,Discovery Coast,Campbell River Natural Resource District,,"A secluded little site between Amor Lake and Surprise Lake, along the portage trail. One of the more popular sites for those paddling the  Sayward Forest Canoe Route. With 8 tent pads in two private locations, there is plenty of room for larger paddling groups.This is a beautiful site with great views looking down both lakes. There is a real feeling of solitude on Surprise Lake. Look for the sundew plants on the edge of Amor Lake.",Site is boat access only from Amor Lake Rec Site or the Sayward Forest Canoe Route.,50.151250999999995,-125.56189499999999,,31312823,316983.9999524951,5558590.00002698
1405,REC0306,TURNBULL COVE,SIT - Recreation Site,N,,,PORT MCNEILL,2,RDCR,Discovery Coast,North Island - Central Coast Natural Resource District,,"Turnbull Cove is a large, protected bay with beautiful scenery. A popular place for boaters to explore and spend the night. On the North East side of the bay, is a trail leading up to the gorgeous Huaskin Lake.",Turnbull Cove is a boat-in site located north of Watson Island and accessed by way of Wells Passage.,50.964529999999996,-126.836005,,31312824,230665.4543950042,5652888.579260276
1406,REC16197,BOULDER GARDENS,RTR - Recreation Trail,N,,,TUMBLER RIDGE,0,RDPC,Peace - Ft. Nelson,Peace Natural Resource District,,"This trail leads to an area where there are unique geological features, with huge angular boulders in several places along the trail. The trail leads past the gardens and up top of the ridge looking down over the gardens and Roman Mountain and Coal Mine site. The entire trail loop is 4 km in length. The trail to the gardens is less than 2 km.Rating: Moderate.This trail is maintained by the Wolverine Nordic & Mountain Society.   Wolverine Nordic & Mountain SocietyPhotos and Maps courtesy of the WNMS.","From Tumbler Ridge, drive south on Highway 52 (Heritage Highway) for 19 km to a right turn onto the Core Lodge road. This road is radio controlled - watch for industrial traffic. At 12.5 km of the Core Lodge Rd there is a fork. Take the right fork, following the sign saying �all other traffic�. The left fork is for mine traffic only. Turn to the right at 13.3 km of the Core Lodge Rd, at the signposted junction.Drive up this road for 1 km to a signed parking lot.",54.913959,-120.977281,,31312825,629657.9999921235,6087089.999988575
1266,REC0290,LOIS LAKE,SIT - Recreation Site,N,,,POWELL RIVER,15,RDSI,Sunshine Coast/South Island,Sunshine Coast Natural Resource District,,This site is user maintained and the starting point for the Powell Forest Canoe Route.  There are 12 sites for vehicle camping and 4 for walk-in camping.,"Heading south from Powell River, turn left onto Canoe Road where it intersects with Highway 101/Sunshine Coast Highway.  Set your odometer to zero and continue onto the Canoe Main Forest Service Road, at 2.3 km go straight through the intersection following the posted ?To Canoe Route? sign; turn left at the T intersection at 4.3 km and arrive at Lois Lake Recreation Site at 4.7 km. NOTE: The road between 2.3 km and 4.7 km is rough, drive with caution, 4WD recommended. Odometer reading may vary from one vehicle to another and for up to date Western Forest Products industrial road information go to www.wfproadinfo.com",49.805392999999995,-124.29967500000001,,31312685,406481.99997159175,5517803.999993548
1282,REC6065,CLARKSTON LAKE,SIT - Recreation Site,N,,,PRINCE GEORGE,2,RDPG,Prince George-Mackenzie,Prince George Natural Resource District,,This site provides camping and canoe access to the lake.  It offers the basic amenities.,Travel ~75kms north of Prince George - Just past the Bear Lake Community take the first left (200rd).  Turn left at 280km on to the 8700 Road.  The site is located at 8783km.,54.708631,-123.560244,,31312701,463902.9999916528,6062512.999990084
1291,REC2218,MAZUR MEADOWS,SIT - Recreation Site,N,,,CRANBROOK,4,RDRM,Rocky Mountain,Rocky Mountain Natural Resource District,,"Mazur Meadows is a scenic open meadow area along Caven Ck. Grazing by cattle keeps the grass short and the meadows are open and park-like. There is a small spring adjacent to the meadow and a shallow pool which is a popular watering hole for the local wildlife. Care should be taken not to disturb the wildlife as this site provides excellent wildlife viewing opportunities.The site is named for Henry Mazur (1892-1990), who founded the meadow, and a memorial marker is located at the site. Mature Spruce and Pine forest surrounds the meadow and isolates it from the road. This site is unique in the mountainous and forested surroundings and  The deciduous shrubs around the site offer a splash of color in the fall as the leaves turn a variety of colours.","After the Kikomun Bridge over Lake Koocanusa, take the second road to the left (west).  Follow the Caven Creek FSR 32.5 km where the road forks.  Take the right fork.  Continue for approximately 2 km. where there will be a spur road on the left (lower) side of the road.  The recreation site is within the first 500 m.",49.182888,-115.484764,,31312710,1047437.0733057337,5475030.633384319
1323,REC5098,AURORA CREEK-MARVEL PASS,RTR - Recreation Trail,N,,,RADIUM HOT SPRINGS,0,RDRM,Rocky Mountain,Rocky Mountain Natural Resource District,,"A popular, gentle gradient trail to scenic alpine meadows.This trail links with Banff National Park (http://www.pc.gc.ca/pn-np/ab/banff/index_E.asp)and Assiniboine Provincial Park trails (http://www.env.gov.bc.ca/bcparks/explore/parkpgs/mt_assiniboine/).The trail is indistinct above the upper cascade.","From Radium Hot Springs, travel northwest on highway 93 for 19.9km.  Turn right on Settler's Road, drive 12.4km.  Turn left on Cross River FSR, drive for 20.1km, following the Kootenay River.  Keep left to continue along the river on Mitchell River FSR for another 5.5km.  Turn right and drive 4.3km to the trailhead.",50.806658,-115.65114,,31312742,1017518.6686716549,5654110.760939519
2995,REC247246,Dove Hill Trail,RTR - Recreation Trail,N,,,CASTLEGAR,0,RDKB,Kootenay-Boundary,Selkirk Natural Resource District,,"This easy 4km round trip hikes offers beautiful views overlooking Castlegar and the Columbia River. The trail follows along an old road which eventually turns into a trail that switchbacks up Dove Hill until you reach the lookout. There are plenty of benches along the way to rest and take in the views. There is a network of trails in Dove Hill, please refer to the maps on site for more details.","From Castlegar head east on the Highway 3 towards Cranbrooke, in 2.5km turn left onto Columbia Road, then in another 2.5km turn right onto Aaron Road. Follow until you see the entrance for the Castlegar Golf Club, park outside of the entrance in the large pull out. Do not park within the gates of the golf course. Walk along the road into the golfcourse and take a left at the trailhead 50m ahead.",49.319846999999996,-117.614012,,31314414,891329.3374156291,5476980.388972782
3115,REC1890,PEMENT/BRYDEN LAKES TRAIL,RTR - Recreation Trail,N,,,SALMON ARM,0,RDCO,Columbia-Shuswap,Okanagan Shuswap Natural Resource District,,,,50.740944,-119.541591,,31314534,743994.6249916181,5626722.40064381
3140,REC2626,SAPEYE LAKE,SIT - Recreation Site,Y,20200917,,TATLA LAKE,6,RDMH,100 Mile-Chilcotin,Cariboo-Chilcotin Natural Resource District,"Sapeye Lake Rec Site will be closed to the public from September 28 to October 16, 2020 to allow crews to replace the bridge at the site.  Please do not enter or occupy the site during this time.","Mountain views complement fishing, boating and canoeing opportunities at this recreation site. Bird watchers and nature enthusiasts will enjoy exploring the nearby Sapeye - Waterlily Creek Trail. There is a steep, narrow access road to the recreation site. For safety concerns, trailers are not permitted at the site.","Located southwest of the community of Tatla Lake. Approximately 1 km east of Tatla Lake on Hwy 20, turn south onto the Tatlayoko Lake Road. Travel approximately 4 km and turn right onto the Bluff Lake Road (also known as the West Branch Road). Continue about 11 km and turn right onto the access road for Sapeye Lake. Drive 1.6 km to the rec site.",51.807901,-124.720123,,31314559,381411.9999855786,5741072.000004929
3146,REC2660,CRESCENT LAKE,SIT - Recreation Site,N,,,QUESNEL,3,RDCC,Quesnel-Central Cariboo,Quesnel Natural Resource District,,"For those wanting to explore the country between Prince George and Wells, this small rec site with boat launch may be the perfect place to stage out of. Having only 3 main campsites, the area is never really busy, except for hunting season.","From Highway 26 head North on the 2400 road.  At 28km turn Left onto the 24P road, take first Right and follow this road for several kilometers, access road is on the left.",53.277559,-121.899788,,31314565,573360.0000073557,5903712.000016128
3167,REC0574,KAGER LAKE,SIT - Recreation Site,N,,,BURNS LAKE,15,RDSS,Nadina-Skeena,Nadina Natural Resource District,,"This is a beautiful campsite area within the Boer Mountain Recreation Site, with a large parking area for large RVs and Trailers.    3 day use units (tables/firerings) sit between the lake and the parking area.  Adjacent to the parking area there is a large cedar deck and dock on the north shore of the lake.  There are 10 walk-in tenting areas on the lakeside trail from the parking area.   The trail goes completely around Kager lake, and is very popular for walking, jogging, biking, and skiing in winter months. There is a boat launch and dock to facilitate canoeing on Kager Lake. A portage route to Long Lake, approximately 300m in length, is located just south of campsite number 9 on Kager Lake. Mountain bike trails come down to Kager Lake from Boer Mountain, and the lakeside trail links to another trail around Long Lake to the south.   This Site is directly adjacent to the Burns Lake Bike Park, with multi-use trails linking to the Parking area.","From Hwy 16 in Burns Lake, turn north onto Babine Lake Road and then an immediate right onto 8th Ave, following until it meets up with 9th Ave, and then turn right on 9th. Once on Gowan Road, continue until you reach Boer Mountain Lookout Road. Turn left. Follow the road to the trailhead located on the right (Kager Lake is visible from the road).",54.238799,-125.704732,,31314586,323742.99996165663,6013468.000029062
